intercept,intercept_sigma,dom_eff,dom_eff_sigma,hole_ice_p0,hole_ice_p0_sigma,hole_ice_p1,hole_ice_p1_sigma,bulk_ice_abs,bulk_ice_abs_sigma,bulk_ice_scatter,bulk_ice_scatter_sigma,deltam31,pid,reco_coszen,reco_energy
0.992776,0.044652,0.696776,0.800881,-0.488875,0.220573,-2.583486,1.529858,-1.541170,1.670125,-0.936530,1.663650,0.001605,0.88,-0.175,123.3
0.993612,0.023893,1.086954,0.393064,-0.270083,0.120438,0.136540,0.764409,-0.343076,0.987871,0.689085,0.986461,0.001605,0.65,-0.065,123.3
1.097042,0.046825,1.312858,0.761269,-0.446123,0.243831,-0.523390,1.466908,-1.935432,1.880112,-0.203511,1.875135,0.001605,0.88,-0.065,123.3
1.109856,0.028995,1.019536,0.473818,-0.112814,0.143606,-0.096029,0.894948,-0.506813,1.248981,0.804963,1.248094,0.001605,0.65,0.045,123.3
0.975785,0.043831,0.861021,0.807151,-0.209217,0.202892,-1.917042,1.395736,-0.617647,1.740659,1.471289,1.732849,0.001605,0.88,0.045,123.3
0.921687,0.010180,0.971414,0.151593,0.466047,0.044955,2.054171,0.295199,-0.123144,0.434189,-0.764834,0.434792,0.001711,0.65,-0.945,7.4
1.018441,0.023727,1.006538,0.340382,0.722348,0.100639,2.649531,0.683051,0.126057,1.034086,-1.410288,1.035401,0.001711,0.88,-0.945,7.4
0.976361,0.010272,0.918980,0.157615,0.439651,0.046401,2.007442,0.300555,0.467723,0.432427,-1.208180,0.434928,0.001711,0.65,-0.835,7.4
0.939601,0.029865,0.991624,0.407893,0.657266,0.130469,3.091472,0.861016,-0.997208,1.195207,-0.556467,1.192402,0.001711,0.88,-0.835,7.4
1.018569,0.013359,0.887108,0.211188,0.203697,0.062318,0.970727,0.397766,1.385467,0.557560,-1.572172,0.561606,0.001711,0.65,-0.725,7.4
1.087509,0.048948,0.654028,0.827692,-0.101540,0.227566,-0.118130,1.546569,-1.279388,1.971097,1.084173,1.969230,0.001711,0.88,-0.725,7.4
1.021271,0.017500,1.012074,0.275871,0.035723,0.082772,0.464702,0.523809,1.600918,0.741590,-1.087673,0.745608,0.001711,0.65,-0.615,7.4
0.862317,0.048339,0.643802,0.711890,0.076122,0.230886,3.993480,1.248592,-1.124793,2.070795,2.921403,2.054466,0.001711,0.88,-0.615,7.4
1.070631,0.021686,0.936460,0.352389,-0.010683,0.102746,-0.164837,0.659282,0.575532,0.894038,-0.318519,0.895533,0.001711,0.65,-0.505,7.4
1.242379,0.077318,2.736856,1.123020,0.764074,0.317005,2.965922,2.024373,0.293785,2.620240,0.535307,2.613065,0.001711,0.88,-0.505,7.4
1.042131,0.023257,1.456151,0.355135,-0.068852,0.112071,0.847620,0.686788,0.967465,0.995829,-1.239323,1.001176,0.001711,0.65,-0.395,7.4
1.042163,0.066293,0.224907,0.997367,-0.016412,0.321663,2.156313,1.919266,-2.243858,2.333536,0.333038,2.338695,0.001711,0.88,-0.395,7.4
1.137594,0.027133,1.419754,0.426209,-0.144454,0.131616,0.301188,0.812797,-0.594974,1.132724,-1.227944,1.135045,0.001711,0.65,-0.285,7.4
0.700623,0.049250,0.725547,0.900837,-0.228850,0.248446,1.007903,1.623348,0.994790,1.689362,-2.450963,1.701574,0.001711,0.88,-0.285,7.4
0.966163,0.025070,0.852087,0.389075,0.010849,0.120117,-0.727712,0.765160,2.147314,1.023795,-1.860388,1.033284,0.001711,0.65,-0.175,7.4
1.111758,0.083382,3.554713,1.169367,-0.627267,0.420901,-4.389974,2.069151,0.395163,3.179202,1.019130,3.187780,0.001711,0.88,-0.175,7.4
1.059512,0.028531,1.601718,0.459471,-0.004165,0.134887,-0.744950,0.875823,1.637741,1.158328,-2.099857,1.170246,0.001711,0.65,-0.065,7.4
0.562660,0.045539,0.387585,0.716389,-0.053444,0.202148,-1.139104,1.323526,1.025047,2.055863,-0.274720,2.063601,0.001711,0.88,-0.065,7.4
1.073994,0.031396,1.473237,0.481529,0.395928,0.135513,-0.376619,0.889296,-0.511452,1.406713,0.130096,1.405003,0.001711,0.65,0.045,7.4
0.958577,0.085525,0.716965,1.548927,-0.461642,0.430927,-2.723879,2.406919,1.638117,2.911473,2.883083,2.917094,0.001711,0.88,0.045,7.4
1.050323,0.011134,1.079134,0.170132,0.453962,0.050711,1.999487,0.328478,-0.523032,0.472144,-1.496583,0.473341,0.001711,0.65,-0.945,9.9
1.053736,0.025166,1.389448,0.388991,0.523999,0.116468,2.723747,0.732542,-0.964320,0.975319,-2.471031,0.976748,0.001711,0.88,-0.945,9.9
0.893897,0.009276,0.817300,0.143159,0.389522,0.041152,1.694346,0.272376,0.486373,0.397105,-0.254367,0.398000,0.001711,0.65,-0.835,9.9
1.114699,0.030954,0.790123,0.497253,0.297420,0.144557,2.463110,0.891730,0.591788,1.230024,-2.783220,1.239727,0.001711,0.88,-0.835,9.9
1.014324,0.011805,1.207185,0.180400,0.272124,0.054935,1.753605,0.350352,1.129179,0.503670,-0.876728,0.506425,0.001711,0.65,-0.725,9.9
0.913475,0.032648,1.310692,0.479846,0.004765,0.154538,0.774280,0.962781,0.439242,1.416908,0.223551,1.417870,0.001711,0.88,-0.725,9.9
0.915928,0.012841,0.760506,0.203945,-0.003080,0.061786,0.964413,0.385052,0.252181,0.552079,-1.427001,0.556132,0.001711,0.65,-0.615,9.9
1.245198,0.053518,2.367113,0.821176,-0.028387,0.263983,0.195904,1.537759,0.689861,2.108793,0.726406,2.114219,0.001711,0.88,-0.615,9.9
0.981294,0.015399,0.936154,0.241859,0.095968,0.071860,0.474102,0.465638,0.023158,0.650926,-0.597488,0.652844,0.001711,0.65,-0.505,9.9
0.951896,0.043219,0.899800,0.668095,0.123269,0.201416,1.090795,1.310068,0.258209,1.654096,-1.556727,1.665879,0.001711,0.88,-0.505,9.9
0.896766,0.014808,1.353455,0.235863,-0.116860,0.072069,0.432361,0.453203,0.049143,0.634483,-0.136947,0.634434,0.001711,0.65,-0.395,9.9
1.046843,0.048121,1.565547,0.785762,-0.025843,0.221997,-1.587550,1.387156,-1.918826,1.883839,-2.139604,1.895443,0.001711,0.88,-0.395,9.9
0.966200,0.016774,1.353182,0.267167,-0.139679,0.080902,0.253798,0.525629,1.232256,0.742373,0.214668,0.744844,0.001711,0.65,-0.285,9.9
1.185987,0.055948,1.107293,0.949150,-0.781364,0.297194,-0.110311,1.643304,-2.041076,2.203392,0.613702,2.189520,0.001711,0.88,-0.285,9.9
1.010338,0.018528,1.416500,0.306016,-0.193321,0.091487,0.864757,0.568717,0.436147,0.786043,-0.161268,0.786498,0.001711,0.65,-0.175,9.9
0.937550,0.046286,1.463538,0.748616,-0.142941,0.223014,-0.042407,1.329507,0.034316,1.975173,-0.328380,1.980960,0.001711,0.88,-0.175,9.9
0.966340,0.018898,0.922018,0.305171,-0.241021,0.091129,-0.508956,0.596364,-0.524849,0.831368,0.164773,0.830717,0.001711,0.65,-0.065,9.9
1.065739,0.056614,2.397455,0.914798,-0.225176,0.281800,-1.535492,1.720697,1.213799,2.471951,0.041622,2.478687,0.001711,0.88,-0.065,9.9
1.084241,0.022321,0.871584,0.355975,-0.154931,0.107436,-1.785890,0.679114,0.719003,0.986895,0.139913,0.988469,0.001711,0.65,0.045,9.9
0.630851,0.038203,0.316694,0.666573,-0.495978,0.218525,0.242863,1.144402,1.252916,1.737280,0.433685,1.740452,0.001711,0.88,0.045,9.9
0.980641,0.010569,0.945979,0.158334,0.462026,0.047032,2.112948,0.305668,-0.594619,0.443033,-0.590031,0.442462,0.001711,0.65,-0.945,13.3
0.969759,0.024738,1.645113,0.379278,0.494190,0.112909,1.862951,0.721926,0.189847,1.015849,-0.830130,1.013569,0.001711,0.88,-0.945,13.3
0.945832,0.010058,0.979545,0.153436,0.341392,0.045795,1.611940,0.293967,-1.014208,0.423991,-0.734889,0.423965,0.001711,0.65,-0.835,13.3
1.049321,0.030819,1.086354,0.471798,0.261136,0.144103,3.408008,0.926299,-1.769104,1.241866,1.878768,1.233147,0.001711,0.88,-0.835,13.3
0.970086,0.011095,1.212488,0.173217,0.180338,0.051532,1.295899,0.332237,-0.031351,0.469815,-1.256137,0.472067,0.001711,0.65,-0.725,13.3
1.191949,0.041671,1.856929,0.634762,0.034356,0.199260,2.471140,1.295463,-2.313804,1.590620,-0.497528,1.582189,0.001711,0.88,-0.725,13.3
0.933844,0.012092,0.738900,0.194570,-0.009677,0.057985,1.280133,0.358265,-0.015969,0.517451,-1.124356,0.520130,0.001711,0.65,-0.615,13.3
1.091829,0.042281,1.194060,0.660971,-0.013908,0.202913,1.819039,1.322544,0.888609,1.704181,-1.868970,1.716730,0.001711,0.88,-0.615,13.3
0.997724,0.013793,1.394025,0.222930,-0.148877,0.067928,0.252522,0.422345,0.683466,0.592818,-0.449870,0.594281,0.001711,0.65,-0.505,13.3
1.028466,0.040087,0.842720,0.662737,0.087534,0.188556,0.926942,1.178035,-0.738610,1.494455,-1.546622,1.501483,0.001711,0.88,-0.505,13.3
0.990816,0.013690,1.141666,0.218942,-0.066357,0.066271,0.680003,0.417131,0.165947,0.587921,-0.961580,0.590322,0.001711,0.65,-0.395,13.3
0.894821,0.034427,1.388044,0.579432,-0.254029,0.168414,1.155891,1.049033,0.166070,1.369194,-3.169925,1.389711,0.001711,0.88,-0.395,13.3
0.913164,0.012910,1.436159,0.209227,-0.113142,0.063256,0.035981,0.397297,0.223917,0.541881,-0.987898,0.544055,0.001711,0.65,-0.285,13.3
1.171443,0.046183,0.626010,0.739115,-0.285548,0.229061,0.227769,1.432933,-3.388875,1.850074,2.001510,1.830507,0.001711,0.88,-0.285,13.3
1.064483,0.015917,1.216752,0.249403,-0.092741,0.078308,0.064439,0.495130,0.141026,0.657932,-1.811869,0.662898,0.001711,0.65,-0.175,13.3
1.062226,0.041496,0.941037,0.733156,-0.578748,0.212166,-0.216588,1.260384,-0.214456,1.733700,0.483302,1.739913,0.001711,0.88,-0.175,13.3
0.962666,0.015159,0.944104,0.243034,-0.070126,0.071003,-0.629568,0.475312,1.005019,0.657638,1.112619,0.658193,0.001711,0.65,-0.065,13.3
1.103699,0.046357,1.118711,0.726210,0.159648,0.219296,1.210570,1.358812,2.107294,1.865655,1.308990,1.867638,0.001711,0.88,-0.065,13.3
0.933809,0.015720,0.943679,0.249104,-0.042479,0.075361,0.278380,0.478325,0.691351,0.669645,-1.201355,0.673428,0.001711,0.65,0.045,13.3
1.096940,0.050618,1.069665,0.807596,-0.348499,0.249861,-1.243204,1.544285,0.349438,2.122048,-0.349258,2.121189,0.001711,0.88,0.045,13.3
1.024242,0.012492,1.042892,0.187537,0.483317,0.055496,2.010976,0.361706,-0.548372,0.530171,-0.745461,0.529824,0.001711,0.65,-0.945,17.8
0.998787,0.028960,1.392187,0.457118,0.511101,0.129544,3.071122,0.849940,-0.017196,1.224391,0.140565,1.226346,0.001711,0.88,-0.945,17.8
0.975004,0.011122,0.837889,0.174510,0.280726,0.051414,1.738686,0.330768,0.165584,0.481841,-0.630200,0.482435,0.001711,0.65,-0.835,17.8
0.868733,0.025165,0.454889,0.393706,0.197675,0.120723,0.681020,0.793336,-0.600296,1.004840,-1.973750,1.010830,0.001711,0.88,-0.835,17.8
0.942586,0.011169,1.024330,0.179628,0.152689,0.051967,0.939740,0.334312,0.754608,0.481202,-1.039810,0.483893,0.001711,0.65,-0.725,17.8
0.918589,0.028441,0.487648,0.466469,0.206088,0.131775,1.605046,0.825304,1.112226,1.174298,-1.477217,1.183790,0.001711,0.88,-0.725,17.8
1.016335,0.012696,1.105085,0.199561,0.094506,0.060647,1.562276,0.377571,0.075350,0.538349,-0.908186,0.540063,0.001711,0.65,-0.615,17.8
0.956640,0.031659,-0.045326,0.509709,-0.141958,0.156081,0.762915,0.905960,0.082554,1.404223,-0.271050,1.406442,0.001711,0.88,-0.615,17.8
0.961904,0.012090,0.690294,0.191793,-0.027037,0.058492,1.032070,0.367571,0.286317,0.554031,0.192946,0.554317,0.001711,0.65,-0.505,17.8
1.104235,0.035319,2.186187,0.551526,-0.227325,0.177804,-0.288960,1.049905,-0.689808,1.440096,-2.066559,1.445582,0.001711,0.88,-0.505,17.8
0.943869,0.011765,1.391974,0.191351,-0.149854,0.057402,0.803356,0.358775,-0.082630,0.496008,-0.240788,0.496935,0.001711,0.65,-0.395,17.8
0.879451,0.028338,0.784437,0.468628,-0.104846,0.140024,2.341647,0.860694,-0.436578,1.106125,-1.100580,1.107100,0.001711,0.88,-0.395,17.8
0.952016,0.011964,1.126493,0.191096,-0.087334,0.058050,0.778859,0.363445,0.740024,0.519050,-0.397178,0.520880,0.001711,0.65,-0.285,17.8
1.051707,0.033464,1.367922,0.541884,-0.354896,0.170601,1.879274,1.067130,1.649022,1.375938,-0.280418,1.385549,0.001711,0.88,-0.285,17.8
0.914333,0.011943,1.273086,0.191365,-0.093886,0.057384,0.189590,0.363907,0.207225,0.517715,-0.288283,0.518586,0.001711,0.65,-0.175,17.8
0.890303,0.027615,1.104340,0.435352,-0.192293,0.136510,0.005435,0.883259,-1.070496,1.174214,-0.580154,1.175605,0.001711,0.88,-0.175,17.8
1.034912,0.014256,1.500168,0.230618,-0.129090,0.068527,-0.406885,0.438593,-0.067864,0.607805,0.112992,0.608842,0.001711,0.65,-0.065,17.8
1.019044,0.033561,0.722142,0.548569,-0.175974,0.165689,-0.983107,1.039087,2.340406,1.259148,-1.872313,1.268895,0.001711,0.88,-0.065,17.8
1.010904,0.014397,1.557789,0.233231,-0.112997,0.069639,-0.793470,0.444988,0.811249,0.640412,0.642805,0.641175,0.001711,0.65,0.045,17.8
0.928487,0.032872,0.587160,0.539763,-0.461542,0.168152,-3.297136,1.045627,1.008404,1.421712,1.989289,1.419913,0.001711,0.88,0.045,17.8
1.086668,0.016249,1.280136,0.257070,0.503327,0.071289,1.427530,0.475204,0.223004,0.701045,-0.413444,0.704334,0.001711,0.65,-0.945,23.8
0.953341,0.031282,1.531110,0.467877,0.581269,0.139132,2.216511,0.843732,0.719580,1.274185,0.077471,1.276127,0.001711,0.88,-0.945,23.8
0.937587,0.012345,1.022528,0.190730,0.315859,0.056815,1.519644,0.363371,-0.880617,0.535327,-0.758657,0.536291,0.001711,0.65,-0.835,23.8
1.031124,0.031356,1.217508,0.466127,0.447852,0.143291,1.782584,0.900365,-0.782454,1.284989,1.340314,1.278305,0.001711,0.88,-0.835,23.8
1.008248,0.012933,1.337135,0.201875,0.081171,0.062593,1.732472,0.389517,-0.080419,0.555104,-0.727661,0.556773,0.001711,0.65,-0.725,23.8
1.147666,0.034563,1.717085,0.575797,0.333221,0.156730,1.257123,1.001415,-0.059694,1.501890,0.415264,1.499258,0.001711,0.88,-0.725,23.8
0.958413,0.012269,1.355902,0.195193,0.005310,0.059248,1.587395,0.370276,-0.357061,0.532228,-0.210076,0.532511,0.001711,0.65,-0.615,23.8
0.914842,0.027823,0.698514,0.442578,0.064210,0.133301,1.827669,0.838051,-0.668097,1.180595,0.079559,1.179146,0.001711,0.88,-0.615,23.8
0.995043,0.012679,0.575669,0.204955,-0.112773,0.062226,-0.231343,0.395988,-0.204950,0.549490,-0.480457,0.550541,0.001711,0.65,-0.505,23.8
1.101487,0.033185,1.956583,0.509468,-0.041009,0.164065,0.937803,1.027711,0.127232,1.272788,-2.515641,1.286849,0.001711,0.88,-0.505,23.8
0.913418,0.011256,0.820664,0.181218,-0.062205,0.053577,0.605479,0.344698,-0.152044,0.480395,-0.654835,0.481634,0.001711,0.65,-0.395,23.8
1.106673,0.032575,2.080724,0.536670,0.163408,0.147669,2.117842,0.938928,1.245223,1.297027,-0.908341,1.299365,0.001711,0.88,-0.395,23.8
0.952487,0.011836,1.056453,0.195017,-0.259541,0.059695,0.268198,0.361236,-0.481036,0.500059,-0.045649,0.498607,0.001711,0.65,-0.285,23.8
0.918751,0.026058,1.152493,0.418676,-0.177339,0.125254,-0.228909,0.821095,1.095004,1.125751,1.030947,1.125754,0.001711,0.88,-0.285,23.8
1.044144,0.013346,1.239397,0.212423,-0.102598,0.065134,0.164580,0.412745,-0.324571,0.573771,-0.828255,0.575811,0.001711,0.65,-0.175,23.8
0.975016,0.028736,1.494661,0.449677,-0.176187,0.141581,1.455169,0.865806,0.046588,1.221316,-0.130207,1.222706,0.001711,0.88,-0.175,23.8
1.019038,0.013573,1.013020,0.218825,-0.172807,0.067570,-0.161612,0.436707,-0.218298,0.566397,0.231613,0.566342,0.001711,0.65,-0.065,23.8
0.953973,0.027785,1.737222,0.459645,-0.190111,0.137309,-0.891758,0.831259,-0.155696,1.172284,-0.467607,1.175179,0.001711,0.88,-0.065,23.8
1.063720,0.015069,1.059373,0.247811,-0.252229,0.074352,-1.032697,0.478120,0.679542,0.642702,0.247839,0.644555,0.001711,0.65,0.045,23.8
0.987399,0.031641,1.309467,0.486595,-0.006595,0.152731,1.754875,0.977741,1.034980,1.297105,-0.960768,1.305962,0.001711,0.88,0.045,23.8
1.023431,0.019854,1.303571,0.299158,0.354260,0.093170,1.974836,0.587005,-1.385947,0.856423,0.228879,0.853545,0.001711,0.65,-0.945,32.0
0.978741,0.042364,0.464892,0.645334,0.248008,0.204377,2.111705,1.200643,0.496572,1.817846,0.180304,1.819405,0.001711,0.88,-0.945,32.0
1.038114,0.016582,1.270842,0.258433,0.337902,0.077239,2.060153,0.494448,-0.762625,0.690012,-0.583768,0.689646,0.001711,0.65,-0.835,32.0
1.222463,0.042179,1.539185,0.594090,0.598215,0.197393,2.397316,1.194226,-1.051315,1.858604,-0.249028,1.856683,0.001711,0.88,-0.835,32.0
1.096148,0.016518,1.204253,0.259762,0.194025,0.078991,2.281841,0.497102,-0.323627,0.697859,-0.229492,0.698666,0.001711,0.65,-0.725,32.0
0.919353,0.029363,1.318334,0.447881,0.194378,0.133352,1.836737,0.836581,0.402501,1.275833,0.373638,1.275725,0.001711,0.88,-0.725,32.0
1.044116,0.014885,1.543913,0.236474,0.021798,0.071438,1.157576,0.452195,0.597579,0.647909,0.061005,0.649624,0.001711,0.65,-0.615,32.0
1.080406,0.033141,0.243048,0.529693,-0.091020,0.166689,1.652282,1.059557,-2.901710,1.242670,-0.139122,1.232056,0.001711,0.88,-0.615,32.0
1.072420,0.014405,0.880750,0.231063,0.004314,0.069373,1.533470,0.438962,-0.432137,0.617061,-1.102759,0.619230,0.001711,0.65,-0.505,32.0
1.074609,0.032799,1.308913,0.505461,0.106512,0.154102,1.824369,0.945700,-0.996625,1.443409,1.019685,1.438387,0.001711,0.88,-0.505,32.0
1.079202,0.013986,1.471899,0.224808,-0.033830,0.068722,1.044774,0.415596,0.656322,0.608459,-0.468658,0.610222,0.001711,0.65,-0.395,32.0
1.048660,0.030052,1.568176,0.488334,-0.273696,0.152661,0.932878,0.923877,1.786815,1.179647,-0.151454,1.181101,0.001711,0.88,-0.395,32.0
1.025395,0.013447,1.560211,0.220256,-0.190188,0.066548,0.736815,0.410116,1.064128,0.588088,-0.135505,0.590823,0.001711,0.65,-0.285,32.0
0.957398,0.027189,0.811039,0.425800,-0.071769,0.136500,0.102258,0.846277,0.825730,1.104258,1.939964,1.104198,0.001711,0.88,-0.285,32.0
0.941797,0.012439,1.237074,0.204224,-0.155608,0.061260,0.405372,0.384080,-0.380316,0.535820,0.164670,0.535850,0.001711,0.65,-0.175,32.0
0.959332,0.027429,1.326432,0.424220,-0.082353,0.132314,-0.036980,0.826332,-0.486537,1.174793,-0.044270,1.172646,0.001711,0.88,-0.175,32.0
0.970519,0.013188,1.389839,0.221204,-0.191293,0.064859,-0.671326,0.415487,-0.414336,0.543647,-1.176560,0.545607,0.001711,0.65,-0.065,32.0
1.203500,0.034447,0.510218,0.562242,-0.437552,0.180689,0.181872,1.054916,-1.325453,1.442895,-0.077620,1.442800,0.001711,0.88,-0.065,32.0
0.998308,0.014801,0.783593,0.238096,-0.127746,0.073068,-0.675429,0.463622,1.014298,0.626601,-0.755912,0.630002,0.001711,0.65,0.045,32.0
1.024345,0.030708,1.703297,0.480942,-0.188728,0.151746,1.220624,0.937743,-0.481828,1.303496,1.046016,1.302062,0.001711,0.88,0.045,32.0
0.967536,0.025751,1.780671,0.395555,0.325448,0.118745,1.448083,0.727696,-2.841811,1.017051,-2.582987,1.019027,0.001711,0.65,-0.945,42.8
1.037917,0.057788,0.381867,0.988019,0.685078,0.228805,2.280080,1.432754,3.129511,2.038788,-3.019622,2.069990,0.001711,0.88,-0.945,42.8
0.987789,0.020428,0.992558,0.326104,0.253920,0.096191,1.714551,0.605727,-0.677473,0.884807,0.472533,0.882885,0.001711,0.65,-0.835,42.8
0.949635,0.038930,0.984605,0.636053,0.272514,0.177842,3.050980,1.087651,-0.051465,1.576458,0.860633,1.576620,0.001711,0.88,-0.835,42.8
0.929309,0.017035,1.544861,0.268603,0.137936,0.082350,1.504802,0.522136,-0.611663,0.679771,-0.093787,0.680264,0.001711,0.65,-0.725,42.8
0.946301,0.033054,-0.177505,0.540034,0.009911,0.156888,1.703992,1.017624,-2.789762,1.235257,-2.119407,1.235994,0.001711,0.88,-0.725,42.8
0.994270,0.016621,0.901517,0.266180,0.037077,0.079954,1.033655,0.506124,-0.038876,0.706015,0.136621,0.706099,0.001711,0.65,-0.615,42.8
1.049881,0.034961,1.836574,0.554775,0.012573,0.174360,2.469909,1.043831,-2.783708,1.287731,-0.684196,1.273986,0.001711,0.88,-0.615,42.8
1.005040,0.015561,1.128062,0.250532,-0.045967,0.076207,0.768510,0.487378,0.564446,0.646539,-0.125074,0.648199,0.001711,0.65,-0.505,42.8
1.101105,0.034966,0.744516,0.558484,-0.299277,0.182627,0.222728,1.099744,-0.801227,1.492970,0.180525,1.493181,0.001711,0.88,-0.505,42.8
0.950980,0.014223,1.112296,0.230435,-0.043057,0.069877,0.427772,0.431387,0.329989,0.595329,-0.158424,0.596721,0.001711,0.65,-0.395,42.8
0.944655,0.028580,0.465725,0.465110,-0.350034,0.143577,0.432990,0.938906,-0.111443,1.154761,-1.237413,1.164081,0.001711,0.88,-0.395,42.8
0.909144,0.013270,1.167477,0.211749,-0.046410,0.063113,0.037950,0.400477,-0.696729,0.559069,-1.346908,0.561152,0.001711,0.65,-0.285,42.8
1.103757,0.033387,1.462596,0.528436,-0.000454,0.160468,0.001728,1.015574,-2.642729,1.312839,-0.524672,1.305074,0.001711,0.88,-0.285,42.8
1.035366,0.015304,1.240010,0.248625,-0.147493,0.075378,0.460409,0.484398,0.022947,0.639164,-1.083345,0.642158,0.001711,0.65,-0.175,42.8
0.967286,0.028077,0.411399,0.472558,-0.268651,0.140951,-0.216749,0.877002,-1.156234,1.162374,-0.761685,1.159243,0.001711,0.88,-0.175,42.8
1.083027,0.016757,1.503036,0.263347,-0.061127,0.081956,0.363544,0.506684,-0.251861,0.711311,-0.866479,0.714270,0.001711,0.65,-0.065,42.8
1.147502,0.033291,1.731998,0.538559,0.123985,0.157524,-0.517466,1.001773,0.225907,1.294261,-0.135948,1.296582,0.001711,0.88,-0.065,42.8
0.998781,0.016591,0.876944,0.270657,-0.042446,0.080812,-0.058727,0.498593,0.515713,0.700191,-0.652379,0.702946,0.001711,0.65,0.045,42.8
0.909849,0.028326,1.102406,0.477186,-0.420370,0.142827,0.463548,0.891943,-1.791149,1.222760,1.495150,1.214563,0.001711,0.88,0.045,42.8
0.930096,0.036755,1.265259,0.549451,0.179696,0.166697,1.199104,1.111099,-0.710578,1.641986,-0.382587,1.646642,0.001711,0.65,-0.945,57.4
0.749924,0.051364,0.060312,0.761928,0.076184,0.252104,0.996007,1.521881,-1.555718,1.959190,1.792720,1.933198,0.001711,0.88,-0.945,57.4
1.114239,0.030697,1.606237,0.495592,0.528396,0.134239,1.778511,0.882090,0.284599,1.292992,0.270375,1.295239,0.001711,0.65,-0.835,57.4
1.209890,0.059028,2.092879,0.895328,0.360814,0.274594,2.577924,1.805475,-0.004861,2.417443,0.326515,2.419534,0.001711,0.88,-0.835,57.4
0.924181,0.021909,1.173998,0.344646,0.220604,0.102615,2.217985,0.625809,-0.961309,0.923248,-0.978780,0.924806,0.001711,0.65,-0.725,57.4
0.972916,0.040010,1.106105,0.655253,0.123294,0.180193,-1.540117,1.192271,-0.037698,1.679612,2.475579,1.679339,0.001711,0.88,-0.725,57.4
1.053809,0.022050,0.757795,0.339703,0.326972,0.100848,1.204963,0.648439,-1.370376,0.926293,-1.542753,0.926412,0.001711,0.65,-0.615,57.4
1.315526,0.048923,2.199119,0.769424,-0.307142,0.253216,1.499976,1.564231,-1.827303,2.010871,1.005013,2.006486,0.001711,0.88,-0.615,57.4
1.002970,0.019608,0.594224,0.316522,-0.023105,0.096450,0.520495,0.624601,-2.051145,0.756742,-2.161485,0.757748,0.001711,0.65,-0.505,57.4
1.041996,0.038149,0.796658,0.594694,0.109765,0.187306,3.274484,1.111496,1.186332,1.543821,-0.661337,1.554101,0.001711,0.88,-0.505,57.4
0.991506,0.017821,1.706509,0.285402,0.086838,0.085499,1.894311,0.535703,-0.143173,0.732268,-1.340730,0.736234,0.001711,0.65,-0.395,57.4
1.060880,0.036521,1.412040,0.601640,-0.092520,0.181139,0.186399,1.101227,0.821385,1.441688,-2.020662,1.456641,0.001711,0.88,-0.395,57.4
0.966882,0.016978,0.916188,0.281044,-0.151736,0.085875,0.645264,0.524931,-0.354967,0.726704,0.045433,0.726043,0.001711,0.65,-0.285,57.4
1.063379,0.035662,2.183554,0.571636,-0.359637,0.193344,0.805210,1.103138,-0.209918,1.400999,1.069235,1.400088,0.001711,0.88,-0.285,57.4
1.014457,0.018341,1.217114,0.296193,-0.280759,0.094421,-0.399559,0.571149,1.276721,0.787363,-0.796586,0.790540,0.001711,0.65,-0.175,57.4
1.191399,0.039323,0.164311,0.642681,-0.319114,0.203506,1.144563,1.218776,-2.012798,1.613801,1.335177,1.599108,0.001711,0.88,-0.175,57.4
1.004698,0.018310,0.901343,0.310504,-0.177677,0.089413,-1.041956,0.562608,0.764912,0.781902,-0.331937,0.783761,0.001711,0.65,-0.065,57.4
1.205589,0.040760,1.478330,0.654820,-0.124990,0.194914,-0.618216,1.242157,0.648490,1.714254,1.213353,1.713246,0.001711,0.88,-0.065,57.4
1.084822,0.021757,1.392874,0.355624,-0.243492,0.111982,-0.579726,0.669959,0.704971,0.863832,-1.248388,0.868054,0.001711,0.65,0.045,57.4
1.062395,0.036987,1.628769,0.585070,-0.206628,0.180185,1.069060,1.170272,-2.790826,1.542103,-0.914655,1.534675,0.001711,0.88,0.045,57.4
0.879309,0.049965,0.726374,0.738903,0.441778,0.239927,2.977231,1.183033,0.458983,1.979013,-3.315424,2.036160,0.001711,0.65,-0.945,77.0
0.820191,0.075484,0.212317,1.340035,0.377330,0.341339,1.888249,2.016547,-3.279481,2.154121,-2.140561,2.134614,0.001711,0.88,-0.945,77.0
0.943478,0.036553,0.869602,0.533394,0.296989,0.177316,3.297522,1.090592,0.368094,1.509029,-1.758921,1.513909,0.001711,0.65,-0.835,77.0
1.514798,0.101002,2.939672,1.542909,0.197910,0.455940,2.200793,2.619883,-0.436325,3.596422,3.839132,3.580530,0.001711,0.88,-0.835,77.0
1.039194,0.032607,0.841215,0.500225,0.375099,0.145108,1.503332,0.957962,0.338906,1.388650,-2.611425,1.405950,0.001711,0.65,-0.725,77.0
0.956296,0.049391,1.290207,0.825270,-0.242548,0.234636,0.287384,1.480065,0.761782,2.137699,-1.006269,2.143501,0.001711,0.88,-0.725,77.0
0.927603,0.025677,1.331718,0.391055,0.182337,0.119897,1.447633,0.795253,0.168491,1.037093,0.837826,1.036680,0.001711,0.65,-0.615,77.0
1.142004,0.052541,1.055410,0.869824,0.013073,0.269038,1.580009,1.493954,-2.432770,2.050887,-1.309380,2.044910,0.001711,0.88,-0.615,77.0
